booking_id,passenger_id,flight_id,booking_date,status,seat_number,status_was_unknown,passport_hash,booking_total_amount,payment_count,payments_missing_amount,has_payment
B1228,P1864,SJ083,2026-04-17 11:37:36.951,CONFIRMED,29D,False,d69a6a4608c1c5c9,11716.58,2,0.0,True
B1229,P1098,UK073,2026-02-07 11:37:36.951,CONFIRMED,13F,False,1a73abf0d541bc96,,0,,False
B1230,P1953,6F169,2025-04-29 11:37:36.951,PENDING,6C,False,bc4c6683f3e8deee,4531.77,1,0.0,True
B1231,P1870,UK154,2026-04-06 11:37:36.951,CANCELLED,27D,False,7cf3223d13491a20,11556.42,2,0.0,True
B1232,P1953,SJ169,2025-10-06 11:37:36.951,CONFIRMED,32F,False,2cb2b85090701c1c,,0,,False
B1233,P1494,6F187,2025-05-13 11:37:36.951,CANCELLED,5F,False,f0b6f7aa08598a86,1617.29,1,0.0,True
B1234,P1946,UK210,2025-11-21 11:37:36.951,CANCELLED,33A,False,2031b0e664dabc8e,7984.22,1,0.0,True
B1235,P1979,6F250,2025-12-23 11:37:36.951,PENDING,13D,False,d26afaa990e8287a,1236.74,2,1.0,True
B1236,P1513,AI062,2025-07-05 11:37:36.951,CONFIRMED,25A,False,c892082115ceb3e3,,0,,False
B1237,P1754,AI047,2025-11-16 11:37:36.951,UNKNOWN,15B,True,f4b73e3abfef8e58,,0,,False
B1238,P1296,SJ186,2025-10-20 11:37:36.951,UNKNOWN,8E,True,0031389d411278e9,3231.46,1,0.0,True
B1239,P1210,AI217,2025-11-17 11:37:36.951,CANCELLED,30A,False,21d337fd86066971,8821.9,1,0.0,True
B1240,P1122,UK100,2025-12-31 11:37:36.951,CONFIRMED,17A,False,f1e30e1e5d80a2f2,12241.53,1,0.0,True
B1241,P1228,UK116,2025-12-16 11:37:36.951,CONFIRMED,10A,False,0940121c393897d7,,1,1.0,True
B1242,P1593,6F036,2025-12-01 11:37:36.951,CANCELLED,26C,False,0cdd109ec2ad3819,,0,,False
B1243,P1655,AI175,2026-01-22 11:37:36.951,CANCELLED,29E,False,c637bef0383930ec,,0,,False
B1244,P1387,UK051,2025-08-18 11:37:36.951,CONFIRMED,27D,False,476cd6e28dc06216,4953.56,1,0.0,True
B1245,P1139,6F201,2026-04-17 11:37:36.951,UNKNOWN,26A,True,13b8616bc0731062,3162.91,1,0.0,True
B1246,P1540,6F230,2026-04-09 11:37:36.951,CONFIRMED,33B,False,cb7b9173c9406797,11516.06,1,0.0,True
B1247,P1390,SJ138,2025-08-13 11:37:36.951,CANCELLED,15F,False,c7a24cefd49ba454,7658.69,1,0.0,True
B1248,P1269,AI246,2026-03-04 11:37:36.951,PENDING,16B,False,76ba8d36f392ee39,,0,,False
B1249,P1758,6F179,2025-06-06 11:37:36.951,CANCELLED,26B,False,9c2e64856c8e8b59,5024.44,2,0.0,True
B1250,P1011,6F031,2026-01-28 11:37:36.951,CANCELLED,16F,False,cffbde7154779456,6497.92,1,0.0,True
B1251,P1866,UK015,2025-08-30 11:37:36.951,PENDING,29A,False,511955ab64f9f361,6952.65,1,0.0,True
B1252,P1388,UK001,2025-04-21 11:37:36.951,CANCELLED,27C,False,9237455d8ae39b00,1480.08,1,0.0,True
B1253,P1336,6F133,2026-02-27 11:37:36.951,CANCELLED,15E,False,16ac2cdfef4e609f,16182.17,2,0.0,True
B1254,P1505,6F143,2025-07-22 11:37:36.951,CANCELLED,5D,False,bbc143d401dda9bd,,1,1.0,True
B1255,P1105,UK165,2025-09-22 11:37:36.951,CANCELLED,23F,False,65b32ca5cf6e4cd0,1412.67,1,0.0,True
B1256,P1031,6F083,2025-08-10 11:37:36.951,CANCELLED,22B,False,433b7c05873a8a61,2040.64,1,0.0,True
B1257,P1073,AI082,2025-08-19 11:37:36.951,CANCELLED,11C,False,9ff6a0eabc3dad6f,13028.65,1,0.0,True
B1258,P1170,AI164,2025-10-28 11:37:36.951,CANCELLED,21F,False,8998dcf5e23831bd,,0,,False
B1259,P1848,SJ155,2026-01-19 11:37:36.951,CANCELLED,31F,False,cbfbe4861b38fdd3,12805.67,1,0.0,True
B1260,P1068,AI189,2026-01-04 11:37:36.951,CANCELLED,1D,False,e83b657eca5359a0,16293.86,3,0.0,True
B1261,P1812,SJ057,2025-12-21 11:37:36.951,CONFIRMED,34A,False,47a9fc596e42588b,,0,,False
B1262,P1361,SJ198,2025-05-07 11:37:36.951,CONFIRMED,16F,False,d1f76ae180bdd3ad,10619.2,2,0.0,True
B1263,P1648,6F122,2026-01-03 11:37:36.951,CANCELLED,6C,False,4463cff726776130,12480.9,2,0.0,True
B1264,P1432,SJ097,2026-04-15 11:37:36.951,CONFIRMED,12A,False,06ad12b8f70ec79b,8599.61,2,0.0,True
B1265,P1928,UK203,2025-08-06 11:37:36.951,PENDING,28F,False,b1be100347edaed9,,0,,False
B1266,P1995,UK093,2026-01-16 11:37:36.951,CONFIRMED,27F,False,40d32842e9a9041c,14431.32,1,0.0,True
B1267,P1099,AI205,2025-05-21 11:37:36.951,CANCELLED,32A,False,7ac16f2c585cce4b,16308.98,2,0.0,True
B1268,P1657,AI102,2026-01-16 11:37:36.951,UNKNOWN,12A,True,609d08f9dcbec9d0,13289.27,1,0.0,True
B1269,P1008,6F046,2025-09-06 11:37:36.951,CONFIRMED,4C,False,e8a0fe3a5dcc1c7b,21299.7,2,0.0,True
B1270,P1573,SJ017,2025-06-02 11:37:36.951,UNKNOWN,22E,True,f483405ba4d76347,,0,,False
B1271,P1696,6F156,2025-10-20 11:37:36.951,PENDING,28B,False,0546ae2f76eb34f1,12211.33,1,0.0,True
B1272,P1028,AI068,2025-07-18 11:37:36.951,PENDING,19A,False,b97ca40eadefd678,30432.86,4,1.0,True
B1273,P1892,AI150,2025-06-05 11:37:36.951,UNKNOWN,28B,True,6638b322f6a93b39,9142.12,2,0.0,True
B1274,P1113,UK008,2025-10-15 11:37:36.951,PENDING,20D,False,b3242f367331e913,8582.34,1,0.0,True
B1275,P1461,6F166,2025-07-11 11:37:36.951,PENDING,18F,False,e50d93927aa9f853,,0,,False
B1276,P1920,6F177,2025-07-15 11:37:36.951,CONFIRMED,1A,False,868337c1e873f234,9396.07,1,0.0,True
B1277,P1142,AI196,2026-01-19 11:37:36.951,PENDING,12E,False,e17344f7a7e8ad98,,0,,False
B1278,P1389,SJ191,2025-08-09 11:37:36.951,CONFIRMED,5B,False,f755cc239752c5e8,,0,,False
B1279,P1631,6F019,2025-05-10 11:37:36.951,UNKNOWN,28C,True,8708773f0de02181,5467.05,1,0.0,True
B1280,P1681,AI226,2026-04-12 11:37:36.951,CONFIRMED,33B,False,ca58c292dc13d968,,0,,False
B1281,P1156,SJ207,2026-01-21 11:37:36.951,CANCELLED,4A,False,fb612d9bccf41e75,4413.8,1,0.0,True
B1282,P1334,AI009,2025-12-30 11:37:36.951,CANCELLED,8B,False,2ff931c99697ad70,,0,,False
B1283,P1860,AI103,2025-05-08 11:37:36.951,UNKNOWN,29D,True,c864b5e0f972b851,8606.06,2,0.0,True
B1284,P1259,SJ127,2026-02-22 11:37:36.951,CANCELLED,25F,False,2f2dc3d9c245f6bb,12706.73,2,0.0,True
B1285,P1081,UK188,2026-03-26 11:37:36.951,CANCELLED,25B,False,9cee1588700ccf3c,1207.32,1,0.0,True
B1286,P1753,6F010,2025-09-25 11:37:36.951,UNKNOWN,33B,True,824cea45119f055e,,0,,False
B1287,P1440,SJ098,2025-12-13 11:37:36.951,CANCELLED,5F,False,717082cbf2c5a58a,22303.69,2,0.0,True
B1288,P1944,6F058,2025-12-11 11:37:36.951,PENDING,18C,False,1dc4de323c19072f,9254.89,2,0.0,True
B1289,P1171,SJ030,2026-03-23 11:37:36.951,PENDING,24F,False,7d5d83601a2ed37e,12016.99,2,1.0,True
B1290,P1230,UK175,2025-07-26 11:37:36.951,CANCELLED,16F,False,8e5a781712f11871,13471.57,1,0.0,True
B1291,P1719,SJ108,2026-04-01 11:37:36.951,PENDING,28E,False,74871071240ab0f7,4129.39,1,0.0,True
B1292,P1074,6F075,2025-08-03 11:37:36.951,CONFIRMED,7C,False,e6e64b6a1f43d107,22109.52,2,0.0,True
B1293,P1269,UK222,2025-08-31 11:37:36.951,CONFIRMED,25F,False,d11a501f3a9683ed,6227.3,1,0.0,True
B1294,P1898,6F250,2025-07-13 11:37:36.951,CANCELLED,34B,False,85a1ea7e0b64baba,,0,,False
B1295,P1625,AI096,2025-12-29 11:37:36.951,CANCELLED,14B,False,28e7e84718ce43fd,,0,,False
B1296,P1061,AI216,2025-12-23 11:37:36.951,CANCELLED,1B,False,a96c4a5c3d43e691,,0,,False
B1297,P1873,6F193,2026-01-23 11:37:36.951,PENDING,8A,False,cc41c9a0ff84ab13,,0,,False
B1298,P1319,SJ194,2026-01-02 11:37:36.951,PENDING,6C,False,43b9079e61de2ff8,,0,,False
B1299,P1101,SJ020,2025-09-11 11:37:36.951,CONFIRMED,16F,False,94d8975afc15b381,8842.93,1,0.0,True
B1300,P1428,6F070,2025-06-14 11:37:36.951,PENDING,21C,False,f867f25b81fa7861,,0,,False
B1301,P1873,AI051,2025-09-03 11:37:36.951,CONFIRMED,12A,False,2a5e6db685bb363a,14671.03,1,0.0,True
B1302,P1721,UK219,2025-12-27 11:37:36.951,PENDING,3D,False,b5f20b0efba1e2cd,24221.91,3,0.0,True
B1303,P1953,AI235,2025-12-13 11:37:36.951,CONFIRMED,20A,False,75545baf7ada3c63,19672.95,2,0.0,True
B1304,P1254,6F022,2025-12-13 11:37:36.951,UNKNOWN,18E,True,806bf2519a1c3898,,0,,False
B1305,P1531,SJ114,2025-09-28 11:37:36.951,PENDING,13C,False,e2a9e88ea6a863e5,13844.39,1,0.0,True
B1306,P1569,SJ076,2025-12-01 11:37:36.951,CONFIRMED,30A,False,d060a7e512416d95,9753.04,1,0.0,True
B1307,P1111,UK227,2026-01-26 11:37:36.951,PENDING,32E,False,a6c33abe4e459f98,26271.33,2,0.0,True
B1308,P1984,UK135,2025-07-22 11:37:36.951,CANCELLED,30D,False,99ea5d505dffa8f7,21710.67,2,0.0,True
B1309,P1312,AI234,2025-05-06 11:37:36.951,CONFIRMED,30F,False,a291fcb987f6f9c7,,0,,False
B1310,P1997,6F113,2025-08-20 11:37:36.951,PENDING,5D,False,76120b24457e270c,7370.22,1,0.0,True
B1311,P1460,SJ206,2025-11-16 11:37:36.951,PENDING,9D,False,d5d0a280f3a6cefc,,0,,False
B1312,P1707,AI015,2026-03-29 11:37:36.951,UNKNOWN,6E,True,5d5dda492367280a,,0,,False
B1313,P1886,6F260,2025-05-16 11:37:36.951,CANCELLED,33E,False,26e252e64ebcd81b,,0,,False
B1314,P1461,AI061,2025-04-28 11:37:36.951,CONFIRMED,19C,False,3d37cac45ddfb1c1,7529.51,2,1.0,True
B1315,P1864,6F237,2026-03-26 11:37:36.951,PENDING,9C,False,f3882712e8819f8f,,0,,False
B1316,P1091,SJ099,2026-01-06 11:37:36.951,PENDING,27C,False,5c947c3f4d7d2c2a,11302.63,1,0.0,True
B1317,P1051,SJ146,2026-02-24 11:37:36.951,CANCELLED,21F,False,5fd5efc9182c9a8d,33282.71,3,0.0,True
B1318,P1804,SJ146,2025-05-23 11:37:36.951,CANCELLED,29B,False,dae283efe13b8574,4594.77,1,0.0,True
B1319,P1519,6F071,2025-05-04 11:37:36.951,CONFIRMED,4C,False,61fecfcc44cf9f4b,5359.26,1,0.0,True
B1320,P1811,6F272,2025-08-13 11:37:36.951,PENDING,6C,False,32a1061b13c8795d,22159.09,2,0.0,True
B1321,P1097,SJ029,2026-02-12 11:37:36.951,PENDING,13A,False,e82aaa72e59d3299,,0,,False
B1322,P1235,UK084,2025-07-27 11:37:36.951,CONFIRMED,6E,False,2e75f94a4cdbc9b5,,0,,False
B1323,P1900,SJ048,2026-02-06 11:37:36.951,CONFIRMED,14D,False,5367cf401f288905,,0,,False
B1324,P1373,AI108,2026-02-04 11:37:36.951,CANCELLED,33B,False,eb624f8be1818d2e,7543.0,2,1.0,True
B1325,P1580,SJ134,2025-08-11 11:37:36.951,CANCELLED,3B,False,be03e560ccdfe748,4503.45,1,0.0,True
B1326,P1926,UK146,2025-10-31 11:37:36.951,CONFIRMED,14F,False,0651cd3cd33c3df8,,0,,False
B1327,P1556,SJ036,2025-09-24 11:37:36.951,CONFIRMED,26C,False,1c4f25d8c2ef306d,13822.99,1,0.0,True
B1328,P1648,6F202,2025-11-01 11:37:36.951,PENDING,33B,False,c6b32f8cd0cd43de,,0,,False
B1329,P1233,UK041,2026-02-13 11:37:36.951,CONFIRMED,22C,False,de0d570044dee094,6401.38,1,0.0,True
B1330,P1031,6F078,2025-12-06 11:37:36.951,CONFIRMED,23A,False,2f2829858eae0958,,0,,False
B1331,P1288,AI097,2025-07-03 11:37:36.951,PENDING,22C,False,ed8e02df0d983e31,7131.5,1,0.0,True
B1332,P1637,UK159,2026-01-15 11:37:36.951,CONFIRMED,7D,False,191166d70bee7d17,4183.32,1,0.0,True
B1333,P1578,UK044,2025-09-06 11:37:36.951,CANCELLED,12B,False,bba6df985b3cedf5,4610.9,2,0.0,True
B1334,P1541,6F176,2025-09-27 11:37:36.951,CANCELLED,6F,False,27d77dcd3e417fdc,,0,,False
B1335,P1113,SJ221,2026-02-11 11:37:36.951,PENDING,4A,False,0fe2bcbfa0424537,,0,,False
B1336,P1203,6F112,2025-07-03 11:37:36.951,CONFIRMED,22A,False,1cb38fc6bb1dd4bd,,0,,False
B1337,P1028,6F246,2025-10-20 11:37:36.951,UNKNOWN,4C,True,5b65491596a986bc,,0,,False
B1338,P1642,6F014,2026-02-21 11:37:36.951,CANCELLED,14C,False,3919e7ee71a46d6a,,0,,False
B1339,P1473,AI237,2025-09-17 11:37:36.951,CANCELLED,28A,False,64be1d1f144652be,,0,,False
B1340,P1696,6F003,2025-12-14 11:37:36.951,CANCELLED,12E,False,33a7baba0befdeb9,,0,,False
B1341,P1252,6F249,2025-07-04 11:37:36.951,CONFIRMED,5A,False,7072810d100d35a9,9263.24,2,1.0,True
B1342,P1797,UK149,2025-04-29 11:37:36.951,CONFIRMED,4A,False,beec13dab6927a1b,19003.28,3,1.0,True
B1343,P1904,SJ163,2026-03-08 11:37:36.951,CONFIRMED,9F,False,8ca5947151f1bd15,,0,,False
B1344,P1921,SJ243,2026-03-28 11:37:36.951,CONFIRMED,1D,False,60bc5e6313c0fd7c,,0,,False
B1345,P1385,UK113,2025-06-06 11:37:36.951,CANCELLED,1A,False,cdbd07cbecf87d15,,0,,False
B1346,P1061,AI071,2025-06-07 11:37:36.951,PENDING,30E,False,8783fe9654c88897,,0,,False
B1347,P1514,6F271,2026-02-07 11:37:36.951,PENDING,22A,False,905e19343181c5df,12000.54,1,0.0,True
B1348,P1429,SJ015,2025-06-05 11:37:36.951,CANCELLED,27E,False,da6c5a72df9e277f,,0,,False
B1349,P1579,UK047,2025-11-19 11:37:36.951,CANCELLED,9E,False,7ed4c2ef57fc30b3,11101.75,1,0.0,True
B1350,P1536,UK020,2026-02-04 11:37:36.951,PENDING,12A,False,90c89f900bcdeca4,30051.37,3,0.0,True
B1351,P1690,AI122,2025-09-03 11:37:36.951,PENDING,27F,False,fe3a2fd4c023da5c,14687.44,1,0.0,True
B1352,P1140,UK223,2025-10-20 11:37:36.951,CANCELLED,17D,False,7e779463eeadf6b4,12219.85,2,0.0,True
B1353,P1742,6F148,2025-09-19 11:37:36.951,CANCELLED,15F,False,3091bd2b78f58317,,0,,False
B1354,P1299,SJ162,2025-12-14 11:37:36.951,CONFIRMED,34A,False,f66519196702fdf0,10023.88,1,0.0,True
B1355,P1674,6F127,2026-03-30 11:37:36.951,CONFIRMED,28B,False,97dd69e7890ce064,14298.51,2,0.0,True
B1356,P1310,AI173,2025-11-10 11:37:36.951,PENDING,11F,False,6bdc8c0ddd63a586,,0,,False
B1357,P1470,6F065,2026-02-05 11:37:36.951,UNKNOWN,14A,True,e12d9e76ff42d948,6983.72,1,0.0,True
B1358,P1392,AI053,2025-06-22 11:37:36.951,PENDING,20A,False,5a977c129f5c381f,,0,,False
B1359,P1641,AI241,2025-10-22 11:37:36.951,CONFIRMED,14E,False,ccfb90abb34089f4,21566.81,4,1.0,True
B1360,P1444,AI105,2025-06-15 11:37:36.951,UNKNOWN,18D,True,4f9c4363298cb320,,0,,False
B1361,P1757,AI110,2025-08-24 11:37:36.951,PENDING,13F,False,b1f7eb235fcf43e0,5339.72,1,0.0,True
B1362,P1808,AI252,2025-10-22 11:37:36.951,CONFIRMED,15B,False,52b57ac2a7f7f73d,,0,,False
B1363,P1171,AI149,2025-12-14 11:37:36.951,CANCELLED,3B,False,d9c2b61026acfe2f,8554.62,1,0.0,True
B1364,P1575,AI224,2025-09-09 11:37:36.951,PENDING,23F,False,21a64725bd525f00,14123.66,3,0.0,True
B1365,P1030,UK158,2025-07-03 11:37:36.951,CANCELLED,15B,False,ce25354585261d90,,0,,False
B1366,P1046,6F125,2025-05-05 11:37:36.951,CANCELLED,25E,False,d21822888221cd1f,,0,,False
B1367,P1129,UK164,2025-12-14 11:37:36.951,CONFIRMED,18A,False,7415477e8a8f49a9,2379.52,2,1.0,True
B1368,P1351,UK007,2025-12-26 11:37:36.951,CANCELLED,1E,False,d2a9041a9607936c,21921.94,3,0.0,True
B1369,P1977,6F118,2026-03-18 11:37:36.951,PENDING,15F,False,b5d8757ee7cd3057,18103.68,3,1.0,True
B1370,P1844,SJ004,2026-01-01 11:37:36.951,CANCELLED,19C,False,143d3746208281d2,16512.64,2,0.0,True
B1371,P1621,6F206,2025-09-25 11:37:36.951,CANCELLED,15E,False,cf8c8617e95eebd6,,0,,False
B1372,P1580,SJ130,2025-05-11 11:37:36.951,CANCELLED,11D,False,5730e18cbbaf99d1,10597.22,2,0.0,True
B1373,P1057,SJ070,2026-02-14 11:37:36.951,CANCELLED,22F,False,1ecd19acd1ed9622,6540.32,1,0.0,True
B1374,P1105,AI085,2025-04-24 11:37:36.951,CANCELLED,7F,False,bb4efc17e177f9b6,,0,,False
B1375,P1811,SJ109,2025-09-02 11:37:36.951,CONFIRMED,15B,False,afa4fb3d48629647,19214.79,2,0.0,True
B1376,P1329,AI168,2025-08-24 11:37:36.951,PENDING,16B,False,f3e9daaed348b5db,19918.21,3,1.0,True
B1377,P1767,UK123,2025-10-24 11:37:36.951,CONFIRMED,26A,False,683b299e894a0edd,,0,,False
B1378,P1823,UK110,2026-01-16 11:37:36.951,PENDING,30D,False,9ceec9a5d0c4fdbd,14416.01,2,0.0,True
B1379,P1682,AI206,2025-11-02 11:37:36.951,PENDING,31C,False,ff7d932e656e2ecc,,0,,False
B1380,P1382,6F007,2026-04-16 11:37:36.951,PENDING,6B,False,f7ca39ca762a2c57,14705.02,1,0.0,True
B1381,P1984,SJ013,2025-11-11 11:37:36.951,PENDING,33A,False,37dc8aba63b8ee54,7452.89,1,0.0,True
B1382,P1161,UK061,2025-09-19 11:37:36.951,PENDING,20D,False,8ca49ffd123fc308,14862.46,1,0.0,True
B1383,P1996,AI010,2025-09-24 11:37:36.951,CANCELLED,8C,False,e6fd08242060988b,,0,,False
B1384,P1285,AI024,2025-05-16 11:37:36.951,CONFIRMED,11D,False,ed7143583f61b973,5107.55,1,0.0,True
B1385,P1070,UK130,2025-06-08 11:37:36.951,CONFIRMED,30B,False,df31df3739303c7f,,0,,False
B1386,P1766,AI161,2026-03-12 11:37:36.951,CANCELLED,10A,False,5d29257599914b2f,,0,,False
B1387,P1453,SJ208,2025-07-23 11:37:36.951,PENDING,24F,False,a08a900572ed0195,,0,,False
B1388,P1885,6F038,2025-09-23 11:37:36.951,UNKNOWN,8D,True,b326dffcd3ad2fbe,22550.01,2,0.0,True
B1389,P1566,6F085,2026-02-22 11:37:36.951,UNKNOWN,30D,True,4d4eba052be63671,,1,1.0,True
B1390,P1834,SJ028,2026-03-09 11:37:36.951,CANCELLED,8C,False,457ac8de504b567a,,0,,False
B1391,P1396,SJ084,2025-11-26 11:37:36.951,CONFIRMED,21F,False,3fd8381316e13d00,35468.95,3,0.0,True
B1392,P1514,AI139,2026-03-27 11:37:36.951,CONFIRMED,21D,False,4ca30d568031beef,,0,,False
B1393,P1025,UK179,2026-04-06 11:37:36.951,PENDING,26E,False,ba256128dd44f5b2,5252.26,1,0.0,True
B1394,P1312,6F256,2025-07-23 11:37:36.951,PENDING,23F,False,a8af2b93c8f168ef,,0,,False
B1395,P1125,UK023,2026-02-10 11:37:36.951,UNKNOWN,23B,True,db029029ca60e803,10317.13,1,0.0,True
B1396,P1407,AI039,2025-08-03 11:37:36.951,UNKNOWN,13E,True,40e2216a763ce02c,16199.13,2,0.0,True
B1397,P1564,UK190,2026-02-05 11:37:36.951,CANCELLED,28D,False,4d0ea006033da9f1,3065.33,1,0.0,True
B1398,P1197,6F224,2026-02-04 11:37:36.951,PENDING,3E,False,75e849f2fcca6c61,7148.95,1,0.0,True
B1399,P1810,UK221,2025-05-31 11:37:36.951,PENDING,7A,False,8b520a42f76aca84,,0,,False
B1400,P1187,SJ107,2026-04-02 11:37:36.951,CANCELLED,12F,False,a9ccecc762f33182,3063.78,1,0.0,True
B1401,P1697,UK155,2025-04-20 11:37:36.951,UNKNOWN,21D,True,363b172ec1aaad5e,20849.53,3,0.0,True
B1402,P1816,UK183,2026-03-21 11:37:36.951,CANCELLED,7E,False,1cd259c57be24602,16058.67,2,0.0,True
B1403,P1809,SJ203,2025-05-08 11:37:36.951,PENDING,26A,False,19fc9ebe1bd28944,,0,,False
B1404,P1715,6F253,2026-03-07 11:37:36.951,UNKNOWN,16A,True,77811331cede33e9,7473.06,1,0.0,True
B1405,P1483,AI100,2025-08-26 11:37:36.951,PENDING,32F,False,d0979a287ab5b981,,0,,False
B1406,P1449,6F140,2025-06-24 11:37:36.951,CONFIRMED,15D,False,e2e94f9a0ecd896d,21722.62,2,0.0,True
B1407,P1522,UK048,2025-08-26 11:37:36.951,CONFIRMED,25A,False,02d3be3640671989,,0,,False
B1408,P1870,SJ204,2025-07-29 11:37:36.951,CONFIRMED,12F,False,5346d94e04cf8950,7805.42,2,0.0,True
B1409,P1353,UK105,2026-03-24 11:37:36.951,CONFIRMED,28C,False,f73d558b15b6b40d,1095.0,1,0.0,True
B1410,P1985,AI098,2026-04-13 11:37:36.951,CONFIRMED,32C,False,d1fa865e2e94759d,,0,,False
B1411,P1657,6F013,2025-10-12 11:37:36.951,CANCELLED,1A,False,8abd8c6845f389af,13409.03,2,0.0,True
B1412,P1596,6F128,2025-11-18 11:37:36.951,CANCELLED,28E,False,f40030837e44d829,10616.41,1,0.0,True
B1413,P1099,SJ038,2025-10-05 11:37:36.951,UNKNOWN,14A,True,ce303a4e2c9b49d6,,0,,False
B1414,P1615,SJ182,2026-01-07 11:37:36.951,CONFIRMED,25F,False,7a7c9655c7726a9c,6182.07,1,0.0,True
B1415,P1947,6F199,2026-03-22 11:37:36.951,PENDING,23B,False,f23015e17324b863,,0,,False
B1416,P1557,SJ187,2025-08-17 11:37:36.951,CANCELLED,20B,False,eb1d10721a0eb6d1,,0,,False
B1417,P1555,AI182,2025-08-18 11:37:36.951,PENDING,8E,False,1c775d5e7801f6c4,7252.05,2,0.0,True
B1418,P1277,SJ027,2025-05-04 11:37:36.951,PENDING,19D,False,ec3c58601e9fc273,12326.46,1,0.0,True
B1419,P1692,SJ062,2026-01-20 11:37:36.951,CONFIRMED,20E,False,c109bd4ccb3a55ad,4937.75,2,0.0,True
B1420,P1698,SJ161,2026-02-24 11:37:36.951,CONFIRMED,27B,False,4ad3c9754a7b57b7,7161.79,1,0.0,True
B1421,P1989,UK058,2025-10-03 11:37:36.951,UNKNOWN,23C,True,32600908494c812f,,0,,False
B1422,P1625,AI181,2026-01-04 11:37:36.951,CANCELLED,12D,False,f607ecaf13ece11a,4826.6,1,0.0,True
B1423,P1490,AI003,2025-06-12 11:37:36.951,CONFIRMED,14A,False,63e5c41bc9df72ea,,0,,False
B1424,P1254,6F150,2025-11-05 11:37:36.951,CANCELLED,11D,False,6b8d505344a0d763,,0,,False
B1425,P1380,SJ175,2025-06-28 11:37:36.951,CANCELLED,34E,False,1175ceb32e47eb02,,0,,False
B1426,P1891,6F041,2025-12-15 11:37:36.951,CANCELLED,17C,False,d8f5090bc0cda174,,1,1.0,True
B1427,P1541,SJ040,2026-04-15 11:37:36.951,CANCELLED,16E,False,4b650f6e1b647603,,0,,False
B1428,P1263,6F020,2025-06-17 11:37:36.951,CONFIRMED,27C,False,f8625daf6e37a268,,0,,False
B1429,P1609,AI248,2025-05-08 11:37:36.951,CANCELLED,27B,False,eef935375691ee72,16937.88,2,0.0,True
B1430,P1824,SJ016,2026-02-08 11:37:36.951,CONFIRMED,11A,False,a365054b32c61e3c,,0,,False
B1431,P1878,UK204,2025-11-21 11:37:36.951,CONFIRMED,31C,False,2f518e2328c04fd6,22261.95,2,0.0,True
B1432,P1328,6F211,2025-09-02 11:37:36.951,CANCELLED,9B,False,1a2f8c6bd9fadfa5,,0,,False
B1433,P1114,SJ166,2025-05-07 11:37:36.951,CONFIRMED,5B,False,377efdf680cb87ba,15968.93,2,0.0,True
B1434,P1275,AI036,2025-10-19 11:37:36.951,PENDING,30C,False,ea823b9fb5ab5ee8,5989.29,2,0.0,True
B1435,P1487,SJ215,2025-09-18 11:37:36.951,CONFIRMED,1E,False,dfbd1a78b7fa89bc,8589.93,1,0.0,True
B1436,P1280,AI076,2026-01-05 11:37:36.951,CONFIRMED,20B,False,4586a05cb1d4ebf7,,0,,False
B1437,P1274,SJ012,2025-11-28 11:37:36.951,CANCELLED,24A,False,71cff95b2da304df,,0,,False
B1438,P1772,AI073,2026-04-01 11:37:36.951,UNKNOWN,20D,True,24941f9d6d65c138,7670.85,1,0.0,True
B1439,P1842,SJ173,2025-11-09 11:37:36.951,CONFIRMED,27E,False,627487cd2483c0ff,7292.76,1,0.0,True
B1440,P1718,AI193,2026-03-09 11:37:36.951,CANCELLED,25E,False,2973d63b7d40010b,,0,,False
B1441,P1895,SJ131,2025-09-22 11:37:36.951,UNKNOWN,13A,True,40cc40f3c737124a,,0,,False
B1442,P1327,AI225,2025-06-02 11:37:36.951,PENDING,11E,False,3d4d2dee1b4aaafb,11779.89,1,0.0,True
B1443,P1210,AI190,2025-10-09 11:37:36.951,CANCELLED,9E,False,dfb9fba7ae5241e1,,1,1.0,True
B1444,P1726,SJ238,2025-12-25 11:37:36.951,CONFIRMED,7B,False,22c62c3ef4068406,,0,,False
B1445,P1922,6F005,2025-12-21 11:37:36.951,PENDING,5F,False,f925d77d4eb27b43,9862.4,1,0.0,True
B1446,P1551,UK136,2025-09-25 11:37:36.951,PENDING,23C,False,2b35691e81df56b0,7709.96,3,1.0,True
B1447,P1991,SJ063,2025-05-21 11:37:36.951,CONFIRMED,15F,False,f114a53f16d35d27,18438.66,2,0.0,True
B1448,P1025,6F175,2025-11-21 11:37:36.951,CANCELLED,9E,False,97e01d93470170c2,,0,,False
B1449,P1026,AI037,2025-05-23 11:37:36.951,PENDING,19A,False,7f7597cca6ce7242,,0,,False
B1450,P1701,UK225,2025-11-11 11:37:36.951,CONFIRMED,21C,False,fda6127c892eb7da,,0,,False
B1451,P1082,AI141,2025-05-20 11:37:36.951,CONFIRMED,15E,False,39d8f279a5fb7cf4,10311.86,1,0.0,True
B1452,P1895,6F172,2026-01-26 11:37:36.951,PENDING,3E,False,e494a212c9a7056c,,0,,False
B1453,P1945,6F219,2026-02-07 11:37:36.951,CANCELLED,16F,False,71b2d89b9479e3b5,5268.18,2,0.0,True
B1454,P1681,AI045,2025-08-16 11:37:36.951,PENDING,8E,False,31e7059813f07f80,,0,,False
B1455,P1412,AI198,2026-04-12 11:37:36.951,CONFIRMED,30A,False,08bbdd0dfda25346,27634.5,2,0.0,True
